Start-Datum;End-Datum;Name;Turnierart;Ordnungsnummer;Land;Ort;Region;Offener-Turniername;Veranstalter;Kategorie;Meldeschluss;Turnier-Link;Ausschreibung-Link;Ausschreibung-PDF;AK_U9;AK_U11;AK_U13;AK_U15;AK_U17;AK_U19;AK_U22;AK_O19;AK_O35
19.09.2020;19.09.2020;1. Bezirksmeisterschaften SAC BRVL U11-U19 (Regionalmeisterschaft);Meisterschaft;1;DE;"Stadthalle Zwenkau, Heinrich-Mann-Weg 16; 04442 Zwenkau";BRVL;Regionalmeisterschaft;SAC;D2-Level;12.09.2020;https://www.turnier.de/sport/tournament?id=68FE8BE2-FBF0-4C85-9DB1-15552737EDA7;;ja;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
19.09.2020;20.09.2020;3. B-RLT Süd-Ost U15-U19;Rangliste;3;DE;Eggenstein-Leopoldshafen;;;GRSO;B-Level;25.08.2020;https://www.turnier.de/sport/tournament?id=C3F6A070-C85E-426A-82E2-4749DF59CF4E;;ja;;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
19.09.2020;20.09.2020;3. B-RLT Nord U17/U19;Rangliste;3;DE;Bützow (MVP);;;GRN;B-Level;25.08.2020;;https://cloud.badminton.de/index.php/s/vshMHDZZFrnuPjR;nein;;;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
19.09.2020;20.09.2020; Bezirksmeisterschaften SLH Schleswig-Holstein, Bezirk Nord U9-U19 (Bezirkseinzelmeisterschaften 2020, U9 - U19 (D-Wertung), Bezirk Nord);Meisterschaft;;DE;Flensburg Harrislee;Schleswig-Holstein, Bezirk Nord;Bezirkseinzelmeisterschaften 2020, U9 - U19 (D-Wertung), Bezirk Nord;SLH;D2-Level;12.09.2020;https://www.turnier.de/sport/tournament?id=65E44118-826E-426E-B2B6-D4DEA8B3ABB4;https://www.shbv.de/upload/termine/2398.pdf;nein;Einzel;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
19.09.2020;20.09.2020; Landesmeisterschaften RHP U11-U19;Meisterschaft;;DE;abgesagt;;;RHP;C2-Level;15.09.2020;;https://badminton-rlp.de/wp-content/uploads/2020/01/AusschreibungVBMU11-U19_2020.pdf;nein;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
19.09.2020;20.09.2020;1. E-RLT BAW SW Nord U11-U19;Rangliste;1;DE;Mössingen +++ ABGESAGT+++;SW Nord;;BAW;E-Level;11.09.2020;;;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
20.09.2020;20.09.2020;1. E-RLT BAW NB Nord U11-U19;Rangliste;1;DE;Weinheim;NB Nord;;BAW;E-Level;11.09.2020;https://www.turnier.de/sport/tournament?id=CF5BF601-2A48-4393-A6ED-A2607D6C0B75;https://bwbv.de/jugend/nb/jugend/saison201920/news_files/Ausschreibung_ERLT_2020_1.pdf;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
20.09.2020;20.09.2020; Bezirksmeisterschaften SAC RV Dresden U9/U11;Meisterschaft;;DE;Dresden;RV Dresden;;SAC;D2-Level;13.09.2020;;;ja;Einzel;Einzel/Doppel;;;;;;;
20.09.2020;20.09.2020;1. E-RLT BAW NW Ost U11-U19;Rangliste;1;DE;Heubach +++ ABGESAGT +++;NW Ost;;BAW;E-Level;11.09.2020;;;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
22.09.2020;27.09.2020;DAIHATSU YONEX Japan Open 2020 (Cancelled);Rangliste;;JPN;Yokohama;;;BWF;HSBC BWF World Tour Super 750;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
22.09.2020;27.09.2020;Maldives International Challenge 2020 (Cancelled);Rangliste;;MDV;Male;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
22.09.2020;27.09.2020;YONEX SINGHA BANGCHAK BTY Junior International Series 2020 (Cancelled);Rangliste;;THA;Bangkok;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
23.09.2020;26.09.2020;VICTOR Croatian International 2020 (Cancelled);Rangliste;;CRO;Zagreb;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
23.09.2020;26.09.2020;IBERDROLA Spanish International 2020 (Cancelled);Rangliste;;ESP;Madrid;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
23.09.2020;27.09.2020;VII Guatemala International Series 2020 (Cancelled);Rangliste;;GUA;Guatemala;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
25.09.2020;27.09.2020;All Africa Under 19 Individual Championship 2020 (Cancelled);Rangliste;;BEN;Cotonou;;;BWF;Continental Junior Individual Championships;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
25.09.2020;27.09.2020;5th LI-NING Zagreb U17 Open - CANCELLED;Rangliste;;NN;Zagreb;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
26.09.2020;26.09.2020; Landesmeisterschaften THÜ U13/U19;Meisterschaft;;DE;Suhl;;;THÜ;D1-Level;12.09.2020;https://dbv.turnier.de/sport/tournament?id=B297CD03-E212-46D1-91BF-7620F5569F19;https://cloud2.badminton.de/index.php/s/HCPDbN5AZoH3PGa;ja;;;Einzel/Doppel/Mixed;;;Einzel/Doppel/Mixed;;;
26.09.2020;26.09.2020; E-RLT BAY Schwaben U11-U17;Rangliste;;DE;Dillingen;Schwaben;;BAY;E-Level;15.09.2020;https://www.turnier.de/sport/tournament?id=442BDC2C-B5AD-4B7C-81F5-0F30326DCCE6;;ja;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;;
26.09.2020;27.09.2020; Landesmeisterschaften HES U13-U19;Meisterschaft;;DE;Hofheim;;;HES;C1-Level;05.09.2020;https://www.turnier.de/sport/tournament?id=BAAEDE9E-3AD4-4CEA-8514-31A0FFD8FFB5;;ja;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
26.09.2020;26.09.2020; Landesmeisterschaften SAC U13/U17;Meisterschaft;;DE;Görlitz;Sachsen;;SAC;C2-Level;12.09.2020;https://www.turnier.de/sport/tournament?id=A5CD0EE2-AC4B-4F79-AAE6-8C612D43F61A;;ja;;;Einzel/Doppel/Mixed;;Einzel/Doppel/Mixed;;;;
26.09.2020;27.09.2020; Landesmeisterschaften BAY U13-U19;Meisterschaft;;DE;Neumarkt;;;BAY;C1-Level;08.09.2020;https://www.turnier.de/sport/tournament?id=BA4ECA54-0AE0-4192-8DC7-85CB5B14C8A2;;ja;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
26.09.2020;26.09.2020; Landesmeisterschaften MVP U11-U19;Meisterschaft;;DE;Güstrow;;;MVP;D1-Level;12.09.2020;https://www.turnier.de/sport/tournament?id=9488A480-9F3D-462D-B091-0594BC018DA0;;ja;;Einzel;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
26.09.2020;27.09.2020; Bezirksmeisterschaften SLH Schleswig-Holstein, Bezirk Mitte U9-U19 (Bezirkseinzelmeisterschaften 2020, U9 - U19 (D-Wertung), Bezirk Mitte);Meisterschaft;;DE;24113 Molfsee;Schleswig-Holstein, Bezirk Mitte;Bezirkseinzelmeisterschaften 2020, U9 - U19 (D-Wertung), Bezirk Mitte;SLH;D2-Level;19.09.2020;https://www.turnier.de/sport/tournament?id=066F082C-1407-42E2-8721-BAAD97EFE311;https://www.shbv.de/upload/termine/2400.pdf;nein;Einzel;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
26.09.2020;27.09.2020;49. Landesmeisterschaften BAW U11-U19;Meisterschaft;49;DE;Dossenheim;Baden-Württemberg;;BAW;C1-Level;13.09.2020;https://dbv.turnier.de/sport/tournament?id=E0E92E48-0DEA-4B04-A472-4BC3242B1403;;ja;;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
27.09.2020;27.09.2020; Landesmeisterschaften THÜ U9/U15;Meisterschaft;;DE;Gera;;;THÜ;D1-Level;13.09.2020;https://dbv.turnier.de/sport/tournament?id=AA7963DB-D94F-4FA6-996A-9E6DFB74F991;https://cloud2.badminton.de/index.php/s/WB924aMikWTLXA6;ja;Einzel/Doppel;;;Einzel/Doppel/Mixed;;;;;
27.09.2020;27.09.2020; C-RLT THÜ O19 (1. Landesrangliste O19);Rangliste;;DE;Gera;Thüringen;1. Landesrangliste O19;THÜ;D1-Level;23.09.2020;https://www.turnier.de/sport/tournament?id=DDB182A8-87C7-4E21-BA29-40F507719A1A;;ja;;;;;;;;Einzel/Doppel;
28.09.2020;30.09.2020;HEBAR U17 Bulgarian Open - CANCELLED;Rangliste;;NN;Pazardzhik;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
29.09.2020;04.10.2020;Indonesia Masters 2020 Super 100 (Cancelled);Rangliste;;INA;to be confirmed;;;BWF;BWF Tour Super 100;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
29.09.2020;04.10.2020;Myanmar International Challenge 2020 (Cancelled);Rangliste;;MYA;Yangon;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
01.10.2020;04.10.2020;Bahrain International Series 2020 (Cancelled);Rangliste;;BRN;Isa Town;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
01.10.2020;03.10.2020;OLIVER Czech U17 International - NEW DATES;Rangliste;;NN;Český Krumlov;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
02.10.2020;04.10.2020;IBERDROLA Spanish Junior 2020 (New Dates);Rangliste;;ESP;Ovieda;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
02.10.2020;04.10.2020;Cyprus Junior 2020 (New dates);Rangliste;;CYP;Engomi;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
02.10.2020;04.10.2020;FZ FORZA Bulgarian International Championship 2020;Rangliste;;BUL;Sofia;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
03.10.2020;04.10.2020;1. E-RLT BAW SW Ost U11-U19;Rangliste;1;DE;Heidenheim +++ ABGESAGT +++;SW Ost;;BAW;E-Level;25.09.2020;;;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
03.10.2020;04.10.2020;1. E-RLT BAW SW Süd U11-U19;Rangliste;1;DE;Altshausen +++ ABGESAGT +++;SW Süd;;BAW;E-Level;25.09.2020;;;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
03.10.2020;04.10.2020; Landesmeisterschaften NRW U11-U15 (Verbandsvorentscheidungen (VVE) Süd 1);Meisterschaft;;DE;Solingen;Süd 1;Verbandsvorentscheidungen (VVE) Süd 1;NRW;C1-Level;;https://www.turnier.de/sport/tournament?id=CE625430-B3E5-414D-8779-08E0D729CA53;;ja;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;;;
03.10.2020;04.10.2020; Landesmeisterschaften NRW U17/U19 (Verbandsvorentscheidungen (VVE) Süd 1);Meisterschaft;;DE;Wuppertal;Süd 1;Verbandsvorentscheidungen (VVE) Süd 1;NRW;C1-Level;22.09.2020;https://www.turnier.de/sport/tournament?id=9C8AEF0D-E4D1-4A7E-9923-2051875649B2;;ja;;;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
03.10.2020;03.10.2020;2. B-RLT Süd-Ost U13;Rangliste;2;DE;Konstanz;;;GRSO;B-Level;;https://dbv.turnier.de/sport/tournament?id=C7F28B98-0B1C-4B39-B6C7-EC6ED9D8087C;;ja;;;Einzel/Doppel;;;;;;
03.10.2020;04.10.2020;4. A-RLT U17/U19;Rangliste;4;DE;Maintal +++ wegen Corona-Krise ABGESAGT +++;;;DBV;A-Level;;;;nein;;;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
03.10.2020;04.10.2020; Landesmeisterschaften NRW U11-U19 (Verbandsvorentscheidungen (VVE) Nord 2);Meisterschaft;;DE;Warendorf;Nord 2;Verbandsvorentscheidungen (VVE) Nord 2;NRW;C1-Level;;;;nein;;Einzel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
03.10.2020;04.10.2020; C-RLT NRW U11-U19 (Verbandsvorentscheidungen (VVE) Süd 2);Rangliste;;DE;Bonn Beuel;Süd 2;Verbandsvorentscheidungen (VVE) Süd 2;NRW;C1-Level;22.09.2020;https://www.turnier.de/sport/tournament?id=0F0ECDDD-7F2F-493E-97F8-1600E52D9E38;;nein;;Einzel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
03.10.2020;04.10.2020; Landesmeisterschaften NRW U11-U19 (Verbandsvorentscheidungen (VVE) Nord1);Meisterschaft;;DE;Wesel;Nord 1;Verbandsvorentscheidungen (VVE) Nord1;NRW;C1-Level;22.09.2020;https://dbv.turnier.de/sport/tournament?id=3E64F7F7-03C6-4276-819C-7353EBA23A3C;https://www.badminton-nrw.de/fileadmin/jbezirkn1/RLT/2020/Turnierausschreibungen_2020_homepage.pdf;nein;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
04.10.2020;04.10.2020;1. E-RLT BAW NB Süd U11-U19;Rangliste;1;DE;Mörsch +++ ABGESAGT +++;NB Süd;;BAW;E-Level;26.09.2020;https://www.turnier.de/sport/tournament?id=3B1B2E80-842B-4977-92C3-2DF0A629C8AB;https://bwbv.de/jugend/nb/jugend/saison201920/news_files/Ausschreibung_ERLT-Sued_2020_1.pdf;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
04.10.2020;04.10.2020;2. E-RLT BAW SB Nord U11-U19;Rangliste;2;DE;Seelbach;SB Nord;;BAW;E-Level;27.09.2020;https://dbv.turnier.de/tournament/E82CCB61-E134-44AE-9588-01AAEEE53482;https://www.bwbv.de/jugend/sb/main-files/2020/E-RLT/2020-e-rlt-nord-2-ausschreibung.pdf;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
04.10.2020;04.10.2020; Bezirksmeisterschaften SAC RV Dresden U15/U19;Meisterschaft;;DE;Dresden;RV Dresden;;SAC;D2-Level;27.09.2020;;;ja;;;;Einzel/Doppel/Mixed;;Einzel/Doppel/Mixed;;;
04.10.2020;04.10.2020; Bezirksmeisterschaften SAC RV Chemnitz U13/U19;Meisterschaft;;DE;Marienberg;RV Chemnitz;;SAC;D2-Level;01.10.2020;https://www.turnier.de/sport/tournament?id=09202ED6-5832-4293-A4C3-C316D6AA4315;;ja;;;Einzel/Doppel/Mixed;;;Einzel/Doppel/Mixed;;;
04.10.2020;04.10.2020;1. E-RLT BAW NW Nord U11-U19;Rangliste;1;DE;Illingen +++ ABGESAGT+++;NW Nord;;BAW;E-Level;25.09.2020;;;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
06.10.2020;11.10.2020;YONEX Dutch Open 2020 (Cancelled);Rangliste;;NED;Almere;;;BWF;BWF Tour Super 100;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
06.10.2020;11.10.2020;Myanmar International Future Series 2020 (Cancelled);Rangliste;;MYA;Yangon;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
06.10.2020;09.10.2020;Bahrain International Future Series 2020 (Cancelled);Rangliste;;BRN;Manama;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
08.10.2020;11.10.2020;Chile Future Series 2020 (Cancelled);Rangliste;;CHI;Santiago;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
08.10.2020;11.10.2020;Cyprus International 2020 (Cancelled);Rangliste;;CYP;Latsia;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
08.10.2020;11.10.2020;German Ruhr U19 International 2020 (Cancelled);Rangliste;;GER;Mülheim an der Ruhr;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
08.10.2020;11.10.2020;Cameroon International 2020 (Cancelled);Rangliste;;CMR;Yaoundé;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
08.10.2020;11.10.2020;German Ruhr U17 International - CANCELLED;Rangliste;;NN;Mülheim an der Ruhr;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
10.10.2020;11.10.2020;5. D-RLT BAY  U13-U19;Rangliste;5;DE;Schwabmünchen;;;BAY;D1-Level;04.10.2020;https://dbv.turnier.de/sport/tournament?id=3CE40989-EB77-4CCD-97C7-0E3A471FA890;;ja;;;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;
10.10.2020;10.10.2020; Landesmeisterschaften SAH U13-U19;Meisterschaft;;DE;Ebendorf;Sachsen-Anhalt;;SAH;D1-Level;03.10.2020;https://www.turnier.de/sport/tournament?id=A6BCB250-F5FF-4E19-83B3-319C1FF41417;https://www.blsa.de/images/icagenda/files/20201010-ausschreibung-lm-edm-u13u15u17u19-ebendorf-2020.pdf;nein;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
10.10.2020;11.10.2020;11. A-RLT U11/U13 (Babolat Refrath Cup);Rangliste;11;DE;Bergisch Gladbach (Refrath);;Babolat Refrath Cup;DBV;A-Level;15.09.2020;https://dbv.turnier.de/sport/tournament?id=3248ACE2-6524-4817-8631-69019FE67DBC;;ja;;Einzel/Doppel;Einzel/Doppel/Mixed;;;;;;
11.10.2020;11.10.2020; Bezirksmeisterschaften SAC RV Dresden U13/U17;Meisterschaft;;DE;Dresden;RV Dresden;;SAC;D2-Level;04.10.2020;;;ja;;;Einzel/Doppel/Mixed;;Einzel/Doppel/Mixed;;;;
11.10.2020;11.10.2020;4. D-RLT BAY  U13/U15;Rangliste;4;DE;Marktheidenfeld;;;BAY;D1-Level;04.10.2020;https://dbv.turnier.de/sport/tournament?id=439CF8F0-310F-42FF-8A13-4918C40B51AC;;ja;;;Einzel/Mixed;Einzel/Mixed;;;;;
13.10.2020;18.10.2020;DANISA Denmark Open I 2020;Rangliste;;DEN;Odense V;;;BWF;HSBC BWF World Tour Super 750;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
13.10.2020;18.10.2020;LI-NING Czech Open 2020 (Cancelled);Rangliste;;CZE;Brno;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
13.10.2020;18.10.2020;Egypt International 2020 (Cancelled);Rangliste;;EGY;Cairo;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
14.10.2020;18.10.2020;35th International Series of Brazil 2020 (Cancelled);Rangliste;;BRA;Foz do Iguaçu - PR;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
14.10.2020;17.10.2020;FZ FORZA Ukraine Junior 2020 (Cancelled);Rangliste;;UKR;Dnіpro;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
16.10.2020;18.10.2020;Croatia Valamar Junior Open 2020 (Cancelled);Rangliste;;CRO;Dubrovnik;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
16.10.2020;18.10.2020;Austrian U17 International - CANCELLED;Rangliste;;NN;Mödling;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
17.10.2020;17.10.2020; Landesmeisterschaften SAC U15/U19 (C - BVS - SEM - U15 - U19 - 2020);Meisterschaft;;DE;Stadthalle Zwenkau, Heinrich-Mann-Weg 16, Zwenkau;Sachsen;C - BVS - SEM - U15 - U19 - 2020;SAC;C2-Level;03.10.2020;https://www.turnier.de/sport/tournament?id=8C975CD9-9CD7-4672-AC15-108B6DB9DF18;;ja;;;;Einzel/Doppel/Mixed;;Einzel/Doppel/Mixed;;;
17.10.2020;17.10.2020;6. C-RLT MVP U15/U19;Rangliste;6;DE;Schwerin;;;MVP;D1-Level;03.10.2020;https://www.turnier.de/sport/tournament?id=BE9E611D-C330-47AC-B748-A76120605403;;ja;;;;Einzel;;Einzel;;;
17.10.2020;17.10.2020;2. D-RLT SAC Regionalverband Oberlausitz U13/U17;Rangliste;2;DE;TH Berufliches Schulzentrum, Friedrich-Fröbel-Straße, 02943 Weißwasser;Regionalverband Oberlausitz;;SAC;D2-Level;03.10.2020;;;ja;;;Einzel;;Einzel;;;;
17.10.2020;18.10.2020;3. D-RLT BAW NW U11-U19;Rangliste;3;DE;Aalen;NW;;BAW;D1-Level;09.10.2020;https://dbv.turnier.de/sport/tournament?id=D22AD977-5162-4BD4-ADD8-E2A4EEA927D2;;ja;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
20.10.2020;25.10.2020;YONEX French Open 2020 (Cancelled);Rangliste;;FRA;Paris;;;BWF;HSBC BWF World Tour Super 750;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
20.10.2020;25.10.2020;BARFOOT & THOMPSON New Zealand Open 2020 (Cancelled);Rangliste;;NZL;Auckland;;;BWF;HSBC BWF World Tour Super 300;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
20.10.2020;25.10.2020;Indonesia International Challenge 2020 (Cancelled);Rangliste;;INA;tbi;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
20.10.2020;25.10.2020;VICTOR DENMARK MASTERS 2020 (Cancelled);Rangliste;;DEN;Odense V;;;BWF;HSBC BWF World Tour Super 750;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
21.10.2020;24.10.2020;Israel Open 2020 (Cancelled);Rangliste;;ISR;Kibbutz Hatzor;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
22.10.2020;25.10.2020;V Santo Domingo Junior International 2020 (Cancelled);Rangliste;;DOM;Santo Domingo;;;BWF;Junior Future Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
22.10.2020;25.10.2020;Algeria International 2020 (Cancelled);Rangliste;;ALG;Alger;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
23.10.2020;25.10.2020;FZ FORZA Finnish Junior 2020 (Cancelled);Rangliste;;FIN;Espoo;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
23.10.2020;25.10.2020;RSL Lithuanian U17 International;Rangliste;;NN;Vilnius;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
24.10.2020;25.10.2020; Südwestdeutsche Meisterschaften U13-U19 (+++ wegen Corona-Krise ABGESAGT +++);Meisterschaft;;DE;Hechtsheim, RHP;;+++ wegen Corona-Krise ABGESAGT +++;GRM;B-Level;10.10.2020;;;nein;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
24.10.2020;25.10.2020; Westdeutsche Meisterschaften U13-U19;Meisterschaft;;DE;Mülheim;West;;GRW;B-Level;13.10.2020;https://dbv.turnier.de/sport/tournament?id=2545318F-9854-4C11-AF3D-A7CC58B7F62E;https://www.badminton-nrw.de/fileadmin/jugendwart/pdf_xls_doc/NRW/Ausschreibung_WDM_U19__2020.pdf;nein;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
24.10.2020;25.10.2020; Landesmeisterschaften NRW U11 (Westdeutsche Meisterschaften U11);Meisterschaft;;DE;Mülheim;;Westdeutsche Meisterschaften U11;NRW;C1-Level;13.10.2020;https://www.turnier.de/sport/tournament?id=2545318F-9854-4C11-AF3D-A7CC58B7F62E;https://www.badminton-nrw.de/fileadmin/jugendwart/pdf_xls_doc/NRW/Ausschreibung_WDM_U19__2020.pdf;nein;;Einzel;;;;;;;
24.10.2020;25.10.2020; Südostdeutsche Meisterschaften U13-U19;Meisterschaft;;DE;Augsburg;;;GRSO;B-Level;03.10.2020;https://dbv.turnier.de/sport/tournament?id=08787375-C1D5-4AF9-A90B-8969C1783150;;ja;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
26.10.2020;01.11.2020;WONCHEON YONEX Korea Junior Open Badminton Championships 2020 (Cancelled);Rangliste;;KOR;Miryang;;;BWF;Junior International Challenge;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
26.10.2020;28.10.2020;Algeria Junior International 2020 (Cancelled);Rangliste;;ALG;Alger;;;BWF;Junior Future Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
27.10.2020;01.11.2020;CIPUTRA HANOI - YONEX SUNRISE Vietnam International Challenge 2020 (Cancelled);Rangliste;;VIE;Hanoi;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
27.10.2020;01.11.2020;SaarLorLux Open 2020;Rangliste;;GER;Saarbrücken;;;BWF;BWF Tour Super 100;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
27.10.2020;01.11.2020;Macau Open 2020 (Cancelled);Rangliste;;MAC;Macau;;;BWF;HSBC BWF World Tour Super 300;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
27.10.2020;31.10.2020;XI Santo Domingo Open 2020 (Cancelled);Rangliste;;DOM;Santo Domingo;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
28.10.2020;31.10.2020;45th YONEX Hungarian International Championships 2020 (Cancelled);Rangliste;;HUN;Budaors;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
30.10.2020;01.11.2020; Norddeutsche Meisterschaften U13-U19;Meisterschaft;;DE;Preetz (SLH)      +++   wegen Corona-Pandemie ABGESAGT  +++;;;GRN;B-Level;;;;ja;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
30.10.2020;01.11.2020;Adria U17 International - CANCELLED;Rangliste;;NN;Opatija;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
31.10.2020;01.11.2020; C-RLT SAC O19 (Internationaler Grenzland-Pokal Aktive O19);Rangliste;;DE;Zittau;RVO;Internationaler Grenzland-Pokal Aktive O19;SAC;C2-Level;25.10.2020;;;ja;;;;;;;;Einzel/Doppel/Mixed;
01.11.2020;01.11.2020; C-RLT THÜ O19 (2. Landesrangliste O19);Rangliste;;DE;Gera;Thüringen;2. Landesrangliste O19;THÜ;D1-Level;28.10.2020;https://www.turnier.de/sport/tournament?id=EC9F6223-15EA-423B-B020-6B3181F86C46;;ja;;;;;;;;Einzel/Mixed;
02.11.2020;07.11.2020;2020 European Junior Championships;Rangliste;;FIN;Nastola;;;BWF;Continental Junior Individual Championships;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
